comment,language,platform,label
এই আন্দোলনকারী শিক্ষার্থীদের কথা যতই শুনি ততোবারই মনের থেকে অন্তরের থেকে এদের জন্য দোয়া এবং ভালোবাসা আসে এদের কথা শুনলে মনের ভিতরে নতুন করে আশা জন্ম নেয়। আল্লাহ ওয়েদার নেক হায়াত দান করুন দেশের কাজের জন্য জনগণের সেবার জন্য আল্লাহ যেন তৌফিক দান করেন।,Bangla,Youtube,Positive
"৫-ই এবং ১৫-ই আগস্ট দুই শৈরাচারের পতনে লজ্জা বোধ করছি, তাই ৩৬ জুলাই আবিষ্কার। আগস্ট মোর গর্ব।",Bangla,Youtube,Positive
বয়কট প্রথম আলো। ,Bangla,Youtube,Positive
"শুধু পুলিশ কেন? বিজিবি, আনসার, এমনকি সেনাবাহিনীকেও এই হত্যার দায় নিতে হবে।",Bangla,Youtube,Positive
প্লিজ আগে দূরত আহত দের চিকিৎসার ব্যবস্থা করেন।,Bangla,Youtube,Positive
বিজয় দিবস।,Bangla,Youtube,Positive
আমাদের জেনারেশন জি এর মাধ্যমে 36 জুলাইয়ে আমাদের নতুন স্বাধীনতা এসেছে।,Bangla,Youtube,Positive
"শাক দিয়ে মাছ ঢাকার চেষ্টা। তাই তো ৩৬ শে জুলাই, আরও যে কত কি দেখবো শুনবো।",Bangla,Youtube,Negative
তোমাদের বাপদের কাছ থেকে এই ৩৬ জুলাই আগে সংস্কার করে এসো অতি শিক্ষিত সমাজ।,Bangla,Youtube,Negative
যুক্তির বলৎকার।,Bangla,Youtube,Negative
"মনে হচ্ছে ১৫ বছর পরে মুক্তভাবে সঠিকটা তুলে ধরেছেন এবং প্রতিবেদনটি স্বাধীনভাবে করেছেন, ধন্যবাদ সত্যটা তুলে ধরার জন্য বাংলাভিশনকে।",Bangla,Youtube,Positive
"এই সম্পূর্ণ বিষয় গুলি গত কয়েক দিনের ঘটে যাওয়া ঘটনা, যা আমরা সবাই জানি, তোবুও আমি খুবি মনোযোগ দিয়ে এই ভিড়িও টা দেখেছি, আপনার উপস্থাপনায় কথা গুলি সব কলিজায় লেগেছে, এখন হুবহু এই নিউজ টা আমি খাতায় লিপিবদ্ধ করবো।",Bangla,Youtube,Positive
আমি কোনদিন কোন সংবাদ প্রচারে কোন কমেন্ট করিনি কিন্ত বাংলা ভিশণের এতো সুন্দর নিখুত সংবাদ টি আমার এতো ভালো লেগেছে যা ভাষায় প্রকাশ করতে পারছি না। ধন্যবাদ বাংলা ভিষন কে। সদা সত্যের পথে থাকুন ভালোবাসা এমনি পেয়ে যাবেন। ,Bangla,Youtube,Positive
প্রায় ১৫ মিনিটের এই প্রতিবেদন যেন এক জলন্ত ইতিহাসের সব চিত্র ফুটে উঠেছে। এতো অল্প সময়ে অনেক ভালো একটা প্রতিবেদন তৈরী করার জন্য ধন্যবাদ জানাই বাংলাভিশনকে।,Bangla,Youtube,Positive
২য় স্বাধীনতার পুরো ইতিহাস এই ভিডিওতে। ধন্যবাদ বাংলা ভিশন কে।,Bangla,Youtube,Positive
"১৪ মিনিট ৪৮ সেকেন্ড এর পুরো ভিডিওতে আমার হাত পায়ের লোম দাড়িয়ে ছিল, আর মনে অন্যরকম এক অনুভূতি কাজ করেছে, আমিও এই আন্দোলনের এক সাধারন যুদ্ধা। রিপোটার কে ধন্যবাদ খুব সুন্দর উপস্থাপনা।",Bangla,Youtube,Positive
"৬ সমন্বয়কের কথা বলতেই পুরো শরীরের লোম দাঁড়িয়ে গিয়েছে, তোমাদের মত বীর সন্তানদের মা বাবাকে হাজারো সেলুট।",Bangla,Youtube,Positive
"একটা ওয়েবসাইট করা হোক, যেখানে এই সব তথ্য সংরক্ষন থাকবে, যাতে করে পরবর্তী প্রজন্ম সঠিক ইতিহাস জানতে পারে।",Bangla,Youtube,Positive
শুভকামনা সত্য কে সত্য বলার জন্য।,Bangla,Youtube,Positive
"বিগত ১৬ বছরের ক্রাইমগুলোকে নিয়ে যদি আগামী ১০০ বছর ক্রাইম থ্রিলার মুভি বানানো হয়, তারপরেও শেষ হবে না। এক একটা বিচ্ছিন্ন ঘটনা এক একটা হিট।",Bangla,Youtube,Positive
তারা আমাদের জীবনে অভিশাপ হয়ে এসেছিল আবার কোটি মানুষের অভিশাপ নিয়ে চলে গেল। বেশ কিছু অভিশাপ আমাদের মাঝে রেখে গেল। ,Bangla,Youtube,Positive
শেখ হাসিনা নিঃসন্দেহে ভালো ছিল কিন্তু তার অন্যান্য মন্ত্রীদের অতিরিক্ত দুর্নীতির কারণে আজকে এই অবস্থা। তবে বঙ্গবন্ধু জাতির সর্বশ্রেষ্ঠ অভিভাবক সেটা কেউ ভুলবেন না ভাই কারণ তার কারণেই আমরা স্বাধীন দেশ পেয়েছি। ছাত্রদের কারণে আজকের এই পরিবর্তন আর এই পরিবর্তন স্বাভাবিক থাক সেটাই চাই।,Bangla,Youtube,Negative
